surah_no,surah_name_en,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,place_of_revelation,sajah_ayah,no_of_word_ayah
4,The Women,An-Nisa,74,567,Let those who would sacrifice this life for the Hereafter fight in the cause of Allah. And whoever fights in Allah’s cause—whether they achieve martyrdom or victory—We will honour them with a great reward.,71,5,1,36,Medinan,FALSE,23
4,The Women,An-Nisa,75,568,"And what is it with you? You do not fight in the cause of Allah and for oppressed men, women, and children who cry out, “Our Lord! Deliver us from this land of oppressors! Appoint for us a saviour; appoint for us a helper—all by Your grace.”",71,5,1,36,Medinan,FALSE,31
4,The Women,An-Nisa,76,569,"Believers fight for the cause of Allah, whereas disbelievers fight for the cause of the Devil. So fight against Satan’s ˹evil˺ forces. Indeed, Satan’s schemes are ever weak.",71,5,1,36,Medinan,FALSE,22
4,The Women,An-Nisa,77,570,"Have you ˹O Prophet˺ not seen those who had been told, “Do not fight! Rather, establish prayer and pay alms-tax.”? Then once the order came to fight, a group of them feared those ˹hostile˺ people as Allah should be feared—or even more. They said, “Our Lord! Why have You ordered us to fight? If only You had delayed ˹the order for˺ us for a little while!” Say, ˹O Prophet,˺ “The enjoyment of this world is so little, whereas the Hereafter is far better for those mindful ˹of Allah˺. And none of you will be wronged ˹even by the width of˺ the thread of a date stone.",72,5,1,36,Medinan,FALSE,50
4,The Women,An-Nisa,78,571,"Wherever you may be, death will overcome you—even if you were in fortified towers.” When something good befalls them, they say, “This is from Allah,” but when something evil befalls them, they say, “This is from you.” Say, ˹O Prophet,˺ “Both have been destined by Allah.” So what is the matter with these people? They can hardly comprehend anything!",72,5,1,36,Medinan,FALSE,40
4,The Women,An-Nisa,79,572,Whatever good befalls you is from Allah and whatever evil befalls you is from yourself. We have sent you ˹O Prophet˺ as a messenger to ˹all˺ people. And Allah is sufficient as a Witness.,72,5,1,36,Medinan,FALSE,21
4,The Women,An-Nisa,80,573,"Whoever obeys the Messenger has truly obeyed Allah. But whoever turns away, then ˹know that˺ We have not sent you ˹O Prophet˺ as a keeper over them.",72,5,1,36,Medinan,FALSE,13
4,The Women,An-Nisa,81,574,"And they say, “We obey,” but when they leave you, a group of them would spend the night contradicting what they said. Allah records all their schemes. So turn away from them, and put your trust in Allah. And Allah is sufficient as a Trustee of Affairs.",72,5,1,36,Medinan,FALSE,27
4,The Women,An-Nisa,82,575,"Do they not then reflect on the Quran? Had it been from anyone other than Allah, they would have certainly found in it many inconsistencies.",72,5,1,36,Medinan,FALSE,14
4,The Women,An-Nisa,83,576,"And when they hear news of security or fear, they publicize it. Had they referred it to the Messenger or their authorities, those with sound judgment among them would have validated it. Had it not been for Allah’s grace and mercy, you would have followed Satan—except for a few.",72,5,1,36,Medinan,FALSE,32
4,The Women,An-Nisa,84,577,"So fight in the cause of Allah ˹O Prophet˺. You are accountable for none but yourself. And motivate the believers ˹to fight˺, so perhaps Allah will curb the disbelievers’ might. And Allah is far superior in might and in punishment.",72,5,1,36,Medinan,FALSE,25
4,The Women,An-Nisa,85,578,"Whoever intercedes for a good cause will have a share in the reward, and whoever intercedes for an evil cause will have a share in the burden. And Allah is Watchful over all things.",72,5,1,36,Medinan,FALSE,24
4,The Women,An-Nisa,86,579,"And when you are greeted, respond with a better greeting or at least similarly. Surely Allah is a ˹vigilant˺ Reckoner of all things.",72,5,1,36,Medinan,FALSE,16
4,The Women,An-Nisa,87,580,"Allah, there is no god ˹worthy of worship˺ except Him. He will certainly gather ˹all of˺ you together on the Day of Judgment—about which there is no doubt. And whose word is more truthful than Allah’s?",72,5,1,36,Medinan,FALSE,19
4,The Women,An-Nisa,88,581,"Why are you ˹believers˺ divided into two groups regarding the hypocrites while Allah allowed them to regress ˹to disbelief˺ because of their misdeeds? Do you wish to guide those left by Allah to stray? And whoever Allah leaves to stray, you will never find for them a way.",73,5,1,37,Medinan,FALSE,25
4,The Women,An-Nisa,89,582,"They wish you would disbelieve as they have disbelieved, so you may all be alike. So do not take them as allies unless they emigrate in the cause of Allah. But if they turn away, then seize them and kill them wherever you find them, and do not take any of them as allies or helpers,",73,5,1,37,Medinan,FALSE,31
4,The Women,An-Nisa,90,583,"except those who are allies of a people you are bound with in a treaty or those wholeheartedly opposed to fighting either you or their own people. If Allah had willed, He would have empowered them to fight you. So if they refrain from fighting you and offer you peace, then Allah does not permit you to harm them.",73,5,1,37,Medinan,FALSE,38
4,The Women,An-Nisa,91,584,"You will find others who wish to be safe from you and their own people. Yet they cannot resist the temptation ˹of disbelief or hostility˺. If they do not keep away, offer you peace, or refrain from attacking you, then seize them and kill them wherever you find them. We have given you full permission over such people.",73,5,1,37,Medinan,FALSE,34
4,The Women,An-Nisa,92,585,"It is not lawful for a believer to kill another except by mistake. And whoever kills a believer unintentionally must free a believing slave and pay blood-money to the victim’s family—unless they waive it charitably. But if the victim is a believer from a hostile people, then a believing slave must be freed. And if the victim is from a people bound with you in a treaty, then blood-money must be paid to the family along with freeing a believing slave. Those who are unable, let them fast two consecutive months—as a means of repentance to Allah. And Allah is All-Knowing, All-Wise.",74,5,1,37,Medinan,FALSE,65
4,The Women,An-Nisa,93,586,"And whoever kills a believer intentionally, their reward will be Hell—where they will stay indefinitely. Allah will be displeased with them, condemn them, and will prepare for them a tremendous punishment.",74,5,1,37,Medinan,FALSE,16
4,The Women,An-Nisa,94,587,"O believers! When you struggle in the cause of Allah, be sure of who you fight. And do not say to those who offer you ˹greetings of˺ peace, “You are no believer!”—seeking a fleeting worldly gain. Instead, Allah has infinite bounties ˹in store˺. You were initially like them then Allah blessed you ˹with Islam˺. So be sure! Indeed, Allah is All-Aware of what you do.",74,5,1,37,Medinan,FALSE,41
4,The Women,An-Nisa,95,588,"Those who stay at home—except those with valid excuses—are not equal to those who strive in the cause of Allah with their wealth and their lives. Allah has elevated in rank those who strive with their wealth and their lives above those who stay behind ˹with valid excuses˺. Allah has promised each a fine reward, but those who strive will receive a far better reward than others—",74,5,1,37,Medinan,FALSE,36
4,The Women,An-Nisa,96,589,"far superior ranks, forgiveness, and mercy from Him. And Allah is All-Forgiving, Most Merciful.",74,5,1,37,Medinan,FALSE,9
4,The Women,An-Nisa,97,590,"When the angels seize the souls of those who have wronged themselves—scolding them, “What do you think you were doing?” they will reply, “We were oppressed in the land.” The angels will respond, “Was Allah’s earth not spacious enough for you to emigrate?” It is they who will have Hell as their home—what an evil destination!",75,5,1,37,Medinan,FALSE,31
4,The Women,An-Nisa,98,591,"Except helpless men, women, and children who cannot afford a way out—",75,5,1,37,Medinan,FALSE,12
4,The Women,An-Nisa,99,592,"it is right to hope that Allah will pardon them. For Allah is Ever-Pardoning, All-Forgiving.",75,5,1,37,Medinan,FALSE,11
4,The Women,An-Nisa,100,593,"Whoever emigrates in the cause of Allah will find many safe havens and bountiful resources throughout the earth. Those who leave their homes and die while emigrating to Allah and His Messenger—their reward has already been secured with Allah. And Allah is All-Forgiving, Most Merciful.",75,5,1,38,Medinan,FALSE,34
4,The Women,An-Nisa,101,594,"When you travel through the land, it is permissible for you to shorten the prayer—˹especially˺ if you fear an attack by the disbelievers. Indeed, the disbelievers are your sworn enemies.",76,5,1,38,Medinan,FALSE,24
4,The Women,An-Nisa,102,595,"When you ˹O Prophet˺ are ˹campaigning˺ with them and you lead them in prayer, let one group of them pray with you—while armed. When they prostrate themselves, let the other group stand guard behind them. Then the group that has not yet prayed will then join you in prayer—and let them be vigilant and armed. The disbelievers would wish to see you neglect your weapons and belongings, so they could launch a sweeping assault on you. But there is no blame if you lay aside your weapons when overcome by heavy rain or illness—but take precaution. Indeed, Allah has prepared a humiliating punishment for the disbelievers.",76,5,1,38,Medinan,FALSE,66
4,The Women,An-Nisa,103,596,"When the prayers are over, remember Allah—whether you are standing, sitting, or lying down. But when you are secure, establish regular prayers. Indeed, performing prayers is a duty on the believers at the appointed times.",76,5,1,38,Medinan,FALSE,22
4,The Women,An-Nisa,104,597,"Do not falter in pursuit of the enemy—if you are suffering, they too are suffering. But you can hope to receive from Allah what they can never hope for. And Allah is All-Knowing, All-Wise.",76,5,1,38,Medinan,FALSE,25
4,The Women,An-Nisa,105,598,"Indeed, We have sent down the Book to you ˹O Prophet˺ in truth to judge between people by means of what Allah has shown you. So do not be an advocate for the deceitful.",77,5,1,38,Medinan,FALSE,16
4,The Women,An-Nisa,106,599,"And seek Allah’s forgiveness—indeed, Allah is All-Forgiving, Most Merciful.",77,5,1,38,Medinan,FALSE,8
4,The Women,An-Nisa,107,600,"Do not advocate for those who wrong themselves. Surely Allah does not like those who are deceitful, sinful.",77,5,1,38,Medinan,FALSE,15
4,The Women,An-Nisa,108,601,"They try to hide ˹their deception˺ from people, but they can never hide it from Allah—in Whose presence they plot by night what is displeasing to Him. And Allah is Fully Aware of what they do.",77,5,1,38,Medinan,FALSE,22
4,The Women,An-Nisa,109,602,"Here you are! You ˹believers˺ are advocating for them in this life, but who will ˹dare to˺ advocate for them before Allah on the Day of Judgment? Or who will come to their defence?",77,5,1,38,Medinan,FALSE,18
4,The Women,An-Nisa,110,603,"Whoever commits evil or wrongs themselves then seeks Allah’s forgiveness will certainly find Allah All-Forgiving, Most Merciful.",77,5,1,38,Medinan,FALSE,13
4,The Women,An-Nisa,111,604,"And whoever commits a sin—it is only to their own loss. Allah is All-Knowing, All-Wise.",77,5,1,38,Medinan,FALSE,12
4,The Women,An-Nisa,112,605,"And whoever commits an evil or sinful deed then blames it on an innocent person, they will definitely bear the guilt of slander and blatant sin.",77,5,1,38,Medinan,FALSE,14
4,The Women,An-Nisa,113,606,"Had it not been for Allah’s grace and mercy, a group of them would have sought to deceive you ˹O Prophet˺. Yet they would deceive none but themselves, nor can they harm you in the least. Allah has revealed to you the Book and wisdom and taught you what you never knew. Great ˹indeed˺ is Allah’s favour upon you!",78,5,1,38,Medinan,FALSE,36
4,The Women,An-Nisa,114,607,"There is no good in most of their secret talks—except those encouraging charity, kindness, or reconciliation between people. And whoever does this seeking Allah’s pleasure, We will grant them a great reward.",78,5,1,39,Medinan,FALSE,28
4,The Women,An-Nisa,115,608,"And whoever defies the Messenger after guidance has become clear to them and follows a path other than that of the believers, We will let them pursue what they have chosen, then burn them in Hell—what an evil end!",78,5,1,39,Medinan,FALSE,21
4,The Women,An-Nisa,116,609,"Surely Allah does not forgive associating ˹others˺ with Him ˹in worship˺, but forgives anything else of whoever He wills. Indeed, whoever associates ˹others˺ with Allah has clearly gone far astray.",79,5,1,39,Medinan,FALSE,21
4,The Women,An-Nisa,117,610,"Instead of Allah, they only invoke female gods and they ˹actually˺ invoke none but a rebellious Satan—",79,5,1,39,Medinan,FALSE,11
4,The Women,An-Nisa,118,611,"cursed by Allah—who said, “I will surely take hold of a certain number of Your servants.",79,5,1,39,Medinan,FALSE,9
4,The Women,An-Nisa,119,612,"I will certainly mislead them and delude them with empty hopes. Also, I will order them and they will slit the ears of cattle and alter Allah’s creation.” And whoever takes Satan as a guardian instead of Allah has certainly suffered a tremendous loss.",79,5,1,39,Medinan,FALSE,22
4,The Women,An-Nisa,120,613,Satan only makes them ˹false˺ promises and deludes them with ˹empty˺ hopes. Truly Satan promises them nothing but delusion.,79,5,1,39,Medinan,FALSE,8
4,The Women,An-Nisa,121,614,"It is they who will have Hell as their home, and they will find no escape from it!",79,5,1,39,Medinan,FALSE,7
4,The Women,An-Nisa,122,615,"And those who believe and do good, We will soon admit them into Gardens under which rivers flow, to stay there for ever and ever. Allah’s promise is ˹always˺ true. And whose word is more truthful than Allah’s?",79,5,1,39,Medinan,FALSE,23
4,The Women,An-Nisa,123,616,"˹Divine grace is˺ neither by your wishes nor those of the People of the Book! Whoever commits evil will be rewarded accordingly, and they will find no protector or helper besides Allah.",79,5,1,39,Medinan,FALSE,21
4,The Women,An-Nisa,124,617,But those who do good—whether male or female—and have faith will enter Paradise and will never be wronged ˹even as much as˺ the speck on a date stone.,79,5,1,39,Medinan,FALSE,16
4,The Women,An-Nisa,125,618,"And who is better in faith than those who ˹fully˺ submit themselves to Allah, do good, and follow the Way of Abraham, the upright? Allah chose Abraham as a close friend.",79,5,1,39,Medinan,FALSE,18
4,The Women,An-Nisa,126,619,To Allah ˹alone˺ belongs whatever is in the heavens and whatever is on the earth. And Allah is Fully Aware of everything.,79,5,1,39,Medinan,FALSE,13
4,The Women,An-Nisa,127,620,"They ask you ˹O Prophet˺ regarding women. Say, “It is Allah Who instructs you regarding them. Instruction has ˹already˺ been revealed in the Book but still wish to marry, also helpless children, as well as standing up for orphans’ rights. And whatever good you do is certainly well known to Allah.”",80,5,1,39,Medinan,FALSE,42
4,The Women,An-Nisa,128,621,"If a woman fears indifference or neglect from her husband, there is no blame on either of them if they seek ˹fair˺ settlement, which is best. Humans are ever inclined to selfishness. But if you are gracious and mindful ˹of Allah˺, surely Allah is All-Aware of what you do.",80,5,1,39,Medinan,FALSE,32
4,The Women,An-Nisa,129,622,"You will never be able to maintain ˹emotional˺ justice between your wives—no matter how keen you are. So do not totally incline towards one leaving the other in suspense. And if you do what is right and are mindful ˹of Allah˺, surely Allah is All-Forgiving, Most Merciful.",80,5,1,39,Medinan,FALSE,24
4,The Women,An-Nisa,130,623,"But if they choose to separate, Allah will enrich both of them from His bounties. And Allah is Ever-Bountiful, All-Wise.",80,5,1,39,Medinan,FALSE,12
4,The Women,An-Nisa,131,624,"To Allah ˹alone˺ belongs whatever is in the heavens and whatever is on the earth. Indeed, We have commanded those given the Scripture before you, as well as you, to be mindful of Allah. But if you disobey, then ˹know that˺ to Allah belongs whatever is in the heavens and the earth. And Allah is Self-Sufficient, Praiseworthy.",80,5,1,39,Medinan,FALSE,35
4,The Women,An-Nisa,132,625,To Allah ˹alone˺ belongs whatever is in the heavens and whatever is on the earth. And Allah is sufficient as a Trustee of Affairs.,80,5,1,39,Medinan,FALSE,11
4,The Women,An-Nisa,133,626,"If it is His Will, He can remove you altogether, O  humanity, and replace you with others. And Allah is Most Capable to do so.",80,5,1,39,Medinan,FALSE,13
4,The Women,An-Nisa,134,627,"Whoever desires the reward of this world, then ˹let them know that˺ with Allah are the rewards of this world and the Hereafter. And Allah is All-Hearing, All-Seeing.",80,5,1,39,Medinan,FALSE,15
4,The Women,An-Nisa,135,628,"O believers! Stand firm for justice as witnesses for Allah even if it is against yourselves, your parents, or close relatives. Be they rich or poor, Allah is best to ensure their interests. So do not let your desires cause you to deviate ˹from justice˺. If you distort the testimony or refuse to give it, then ˹know that˺ Allah is certainly All-Aware of what you do.",81,5,1,40,Medinan,FALSE,41
4,The Women,An-Nisa,136,629,"O believers! Have faith in Allah, His Messenger, the Book He has revealed to His Messenger, and the Scriptures He revealed before. Indeed, whoever denies Allah, His angels, His Books, His messengers, and the Last Day has clearly gone far astray.",81,5,1,40,Medinan,FALSE,29
4,The Women,An-Nisa,137,630,"Indeed, those who believed then disbelieved, then believed and again disbelieved—˹only˺ increasing in disbelief—Allah will neither forgive them nor guide them to the ˹Right˺ Way.",81,5,1,40,Medinan,FALSE,20
4,The Women,An-Nisa,138,631,"Give good news of a painful punishment to hypocrites,",81,5,1,40,Medinan,FALSE,6
4,The Women,An-Nisa,139,632,who choose disbelievers as allies instead of the believers. Do they seek honour and power through that company? Surely all honour and power belongs to Allah.,81,5,1,40,Medinan,FALSE,15
4,The Women,An-Nisa,140,633,"He has already revealed to you in the Book that when you hear Allah’s revelations being denied or ridiculed, then do not sit in that company unless they engage in a different topic, or else you will be like them. Surely Allah will gather the hypocrites and disbelievers all together in Hell.",81,5,1,40,Medinan,FALSE,35
4,The Women,An-Nisa,141,634,"˹The hypocrites are˺ those who wait to see what happens to you. So if Allah grants you victory, they say ˹to you˺, “Were we not on your side?” But if the disbelievers have a share ˹of victory˺, they say ˹to them˺, “Did we not have the advantage over you, yet we protected you from the believers?” Allah will judge between ˹all of˺ you on the Day of Judgment. And Allah will never grant the disbelievers a way over the believers.",81,5,1,40,Medinan,FALSE,38
4,The Women,An-Nisa,142,635,"Surely the hypocrites seek to deceive Allah, but He outwits them. When they stand up for prayer, they do it half-heartedly only to be seen by people—hardly remembering Allah at all.",82,5,1,40,Medinan,FALSE,19
4,The Women,An-Nisa,143,636,"Torn between belief and disbelief—belonging neither to these ˹believers˺ nor those ˹disbelievers˺. And whoever Allah leaves to stray, you will never find for them a way.",82,5,1,40,Medinan,FALSE,17
4,The Women,An-Nisa,144,637,O believers! Do not take disbelievers as allies instead of the believers. Would you like to give Allah solid proof against yourselves?,82,5,1,40,Medinan,FALSE,18
4,The Women,An-Nisa,145,638,Surely the hypocrites will be in the lowest depths of the Fire—and you will never find for them any helper—,82,5,1,40,Medinan,FALSE,11
4,The Women,An-Nisa,146,639,"except those who repent, mend their ways, hold fast to Allah, and are sincere in their devotion to Allah; they will be with the believers. And Allah will grant the believers a great reward.",82,5,1,40,Medinan,FALSE,19
4,The Women,An-Nisa,147,640,"Why should Allah punish you if you are grateful and faithful? Allah is ever Appreciative, All-Knowing.",82,5,1,40,Medinan,FALSE,12
4,The Women,An-Nisa,148,641,"Allah does not like negative thoughts to be voiced—except by those who have been wronged. Allah is All-Hearing, All-Knowing.",82,6,1,41,Medinan,FALSE,16
4,The Women,An-Nisa,149,642,"Whether you reveal or conceal a good or pardon an evil—surely Allah is Ever-Pardoning, Most Capable.",82,6,1,41,Medinan,FALSE,14
4,The Women,An-Nisa,150,643,"Surely those who deny Allah and His messengers and wish to make a distinction between Allah and His messengers, saying, “We believe in some and disbelieve in others,” desiring to forge a compromise,",82,6,1,41,Medinan,FALSE,22
4,The Women,An-Nisa,151,644,they are indeed the true disbelievers. And We have prepared for the disbelievers a humiliating punishment.,82,6,1,41,Medinan,FALSE,9
4,The Women,An-Nisa,152,645,"As for those who believe in Allah and His messengers—accepting all; rejecting none—He will surely give them their rewards. And Allah is All-Forgiving, Most Merciful.",82,6,1,41,Medinan,FALSE,18
4,The Women,An-Nisa,153,646,"The People of the Book demand that you ˹O Prophet˺ bring down for them a revelation in writing from heaven. They demanded what is even greater than this from Moses, saying, “Make Allah visible to us!” So a thunderbolt struck them for their wrongdoing. Then they took the calf for worship after receiving clear signs. Still We forgave them for that ˹after their repentance˺ and gave Moses compelling proof.",83,6,1,41,Medinan,FALSE,40
4,The Women,An-Nisa,154,647,"We raised the Mount over them ˹as a warning˺ for ˹breaking˺ their covenant and said, “Enter the gate ˹of Jerusalem˺ with humility.” We also warned them, “Do not break the Sabbath,” and took from them a firm covenant.",83,6,1,41,Medinan,FALSE,19
4,The Women,An-Nisa,155,648,"˹They were condemned˺ for breaking their covenant, rejecting Allah’s signs, killing the prophets unjustly, and for saying, “Our hearts are unreceptive!”—it is Allah Who has sealed their hearts for their disbelief, so they do not believe except for a few—",83,6,1,41,Medinan,FALSE,23
4,The Women,An-Nisa,156,649,"and for their denial and outrageous accusation against Mary,",83,6,1,41,Medinan,FALSE,6
4,The Women,An-Nisa,157,650,"and for boasting, “We killed the Messiah, Jesus, son of Mary, the messenger of Allah.” But they neither killed nor crucified him—it was only made to appear so. Even those who argue for this ˹crucifixion˺ are in doubt. They have no knowledge whatsoever—only making assumptions. They certainly did not kill him.",83,6,1,41,Medinan,FALSE,37
4,The Women,An-Nisa,158,651,"Rather, Allah raised him up to Himself. And Allah is Almighty, All-Wise.",83,6,1,41,Medinan,FALSE,9
4,The Women,An-Nisa,159,652,Every one of the People of the Book will definitely believe in him before his death. And on the Day of Judgment Jesus will be a witness against them.,83,6,1,41,Medinan,FALSE,15
4,The Women,An-Nisa,160,653,"We forbade the Jews certain foods that had been lawful to them for their wrongdoing, and for hindering many from the Way of Allah,",83,6,1,41,Medinan,FALSE,14
4,The Women,An-Nisa,161,654,"taking interest despite its prohibition, and consuming people’s wealth unjustly. We have prepared for the disbelievers among them a painful punishment.",83,6,1,41,Medinan,FALSE,15
4,The Women,An-Nisa,162,655,"But those of them well-grounded in knowledge, the faithful ˹who˺ believe in what has been revealed to you ˹O Prophet˺ and what was revealed before you—˹especially˺ those who establish prayer—and those who pay alms-tax and believe in Allah and the Last Day, to these ˹people˺ We will grant a great reward.",83,6,1,41,Medinan,FALSE,28
4,The Women,An-Nisa,163,656,"Indeed, We have sent revelation to you ˹O Prophet˺ as We sent revelation to Noah and the prophets after him. We also sent revelation to Abraham, Ishmael, Isaac, Jacob, and his descendants, ˹as well as˺ Jesus, Job, Jonah, Aaron, and Solomon. And to David We gave the Psalms.",84,6,1,42,Medinan,FALSE,28
4,The Women,An-Nisa,164,657,There are messengers whose stories We have told you already and others We have not. And to Moses Allah spoke directly.,84,6,1,42,Medinan,FALSE,15
4,The Women,An-Nisa,165,658,"˹All were˺ messengers delivering good news and warnings so humanity should have no excuse before Allah after ˹the coming of˺ the messengers. And Allah is Almighty, All-Wise.",84,6,1,42,Medinan,FALSE,16
4,The Women,An-Nisa,166,659,"Yet ˹if you are denied, O  Prophet,˺ Allah bears witness to what He has sent down to you—He has sent it with His knowledge. The angels too bear witness. And Allah ˹alone˺ is sufficient as a Witness.",84,6,1,42,Medinan,FALSE,16
4,The Women,An-Nisa,167,660,Those who disbelieve and hinder ˹others˺ from the Way of Allah have certainly strayed far away.,84,6,1,42,Medinan,FALSE,11
4,The Women,An-Nisa,168,661,Those who disbelieve and wrong themselves—surely Allah will neither forgive them nor guide them to any path,84,6,1,42,Medinan,FALSE,12
4,The Women,An-Nisa,169,662,"except that of Hell, to stay there for ever and ever. And that is easy for Allah.",84,6,1,42,Medinan,FALSE,12
4,The Women,An-Nisa,170,663,"O humanity! The Messenger has certainly come to you with the truth from your Lord, so believe for your own good. But if you disbelieve, then ˹know that˺ to Allah belongs whatever is in the heavens and the earth. And Allah is All-Knowing, All-Wise.",84,6,1,42,Medinan,FALSE,25
4,The Women,An-Nisa,171,664,"O People of the Book! Do not go to extremes regarding your faith; say nothing about Allah except the truth. So believe in Allah and His messengers and do not say, “Trinity.” Stop!—for your own good. Allah is only One God. Glory be to Him! He is far above having a son! To Him belongs whatever is in the heavens and whatever is on the earth. And Allah is sufficient as a Trustee of Affairs.",84,6,1,42,Medinan,FALSE,61
4,The Women,An-Nisa,172,665,"The Messiah would never be too proud to be a servant of Allah, nor would the angels nearest to Allah. Those who are too proud and arrogant to worship Him will be brought before Him all together.",85,6,1,42,Medinan,FALSE,19
4,The Women,An-Nisa,173,666,"As for those who believe and do good, He will reward them in full and increase them out of His grace. But those who are too proud and arrogant, He will subject them to a painful punishment. And besides Allah they will find no protector or helper.",85,6,1,42,Medinan,FALSE,27
4,The Women,An-Nisa,174,667,O humanity! There has come to you conclusive evidence from your Lord. And We have sent down to you a brilliant light.,85,6,1,42,Medinan,FALSE,11
4,The Women,An-Nisa,175,668,"As for those who believe in Allah and hold fast to Him, He will admit them into His mercy and grace and guide them to Himself through the Straight Path.",85,6,1,42,Medinan,FALSE,15
4,The Women,An-Nisa,176,669,"They ask you ˹for a ruling, O  Prophet˺. Say, “Allah gives you a ruling regarding those who die without children or parents.” If a man dies childless and leaves behind a sister, she will inherit one-half of his estate, whereas her brother will inherit all of her estate if she dies childless. If this person leaves behind two sisters, they together will inherit two-thirds of the estate. But if the deceased leaves male and female siblings, a male’s share will be equal to that of two females. Allah makes ˹this˺ clear to you so you do not go astray. And Allah has ˹perfect˺ knowledge of all things.",85,6,1,42,Medinan,FALSE,56
5,The Table Spread,Al-Ma'idah,1,670,"O believers! Honour your obligations. All grazing livestock has been made lawful to you—except what is hereby announced to you and hunting while on pilgrimage. Indeed, Allah commands what He wills.",86,6,2,43,Medinan,FALSE,25
5,The Table Spread,Al-Ma'idah,2,671,"O believers! Do not violate Allah’s rituals ˹of pilgrimage˺, the sacred months, the sacrificial animals, the ˹offerings decorated with˺ garlands, nor those ˹pilgrims˺ on their way to the Sacred House seeking their Lord’s bounty and pleasure. When pilgrimage has ended, you are allowed to hunt. Do not let the hatred of a people who once barred you from the Sacred Mosque provoke you to transgress. Cooperate with one another in goodness and righteousness, and do not cooperate in sin and transgression. And be mindful of Allah. Surely Allah is severe in punishment.",86,6,2,43,Medinan,FALSE,58
5,The Table Spread,Al-Ma'idah,3,672,"Forbidden to you are carrion, blood, and swine; what is slaughtered in the name of any other than Allah; what is killed by strangling, beating, a fall, or by being gored to death; what is partly eaten by a predator unless you slaughter it; and what is sacrificed on altars. You are also forbidden to draw lots for decisions. This is all evil. Today the disbelievers have given up all hope of ˹undermining˺ your faith. So do not fear them; fear Me! Today I have perfected your faith for you, completed My favour upon you, and chosen Islam as your way. But whoever is compelled by extreme hunger—not intending to sin—then surely Allah is All-Forgiving, Most Merciful.",86,6,2,43,Medinan,FALSE,66
5,The Table Spread,Al-Ma'idah,4,673,"They ask you, ˹O Prophet,˺ what is permissible for them ˹to eat˺. Say, “What is good and lawful. Also what is caught by your hunting animals and birds of prey which you have trained as instructed by Allah. So eat what they catch for you, but mention the Name of Allah over it ˹first˺.” And be mindful of Allah. Surely Allah is swift in reckoning.",86,6,2,43,Medinan,FALSE,36
5,The Table Spread,Al-Ma'idah,5,674,"Today all good, pure foods have been made lawful for you. Similarly, the food of the People of the Book is permissible for you and yours is permissible for them. And ˹permissible for you in marriage˺ are chaste believing women as well as chaste women of those given the Scripture before you—as long as you pay them their dowries in wedlock, neither fornicating nor taking them as mistresses. And whoever rejects the faith, all their good deeds will be void ˹in this life˺ and in the Hereafter they will be among the losers.",86,6,2,43,Medinan,FALSE,46
5,The Table Spread,Al-Ma'idah,6,675,"O believers! When you rise up for prayer, wash your faces and your hands up to the elbows, wipe your heads, and wash your feet to the ankles. And if you are in a state of ˹full˺ impurity, It is not Allah’s Will to burden you, but to purify you and complete His favour upon you, so perhaps you will be grateful.",87,6,2,43,Medinan,FALSE,64
5,The Table Spread,Al-Ma'idah,7,676,"Remember Allah’s favour upon you and the covenant He made with you when you said, “We hear and obey.” And be mindful of Allah. Surely Allah knows best what is ˹hidden˺ in the heart.",87,6,2,43,Medinan,FALSE,21
5,The Table Spread,Al-Ma'idah,8,677,O believers! Stand firm for Allah and bear true testimony. Do not let the hatred of a people lead you to injustice. Be just! That is closer to righteousness. And be mindful of Allah. Surely Allah is All-Aware of what you do.,87,6,2,43,Medinan,FALSE,30
5,The Table Spread,Al-Ma'idah,9,678,Allah has promised those who believe and do good ˹His˺ forgiveness and a great reward.,87,6,2,43,Medinan,FALSE,11
5,The Table Spread,Al-Ma'idah,10,679,"As for those who disbelieve and deny Our signs, they are the residents of the Hellfire.",87,6,2,43,Medinan,FALSE,7
5,The Table Spread,Al-Ma'idah,11,680,"O believers! Remember Allah’s favour upon you: when a people sought to harm you, but He held their hands back from you. Be mindful of Allah. And in Allah let the believers put their trust.",87,6,2,43,Medinan,FALSE,25
5,The Table Spread,Al-Ma'idah,12,681,"Allah made a covenant with the Children of Israel and appointed twelve leaders from among them and ˹then˺ said, “I am truly with you. If you establish prayer, pay alms-tax, believe in My messengers, support them, and lend to Allah a good loan, I will certainly forgive your sins and admit you into Gardens under which rivers flow. And whoever among you disbelieves afterwards has truly strayed from the Right Way.”",88,6,2,44,Medinan,FALSE,49
5,The Table Spread,Al-Ma'idah,13,682,"But for breaking their covenant We condemned them and hardened their hearts. They distorted the words of the Scripture and neglected a portion of what they had been commanded to uphold. You ˹O Prophet˺ will always find deceit on their part, except for a few. But pardon them and bear with them. Indeed, Allah loves the good-doers.",88,6,2,44,Medinan,FALSE,37
5,The Table Spread,Al-Ma'idah,14,683,"And from those who say, “We are Christians,” We took their covenant, but they neglected a portion of what they had been commanded to uphold. So We let hostility and enmity arise between them until the Day of Judgment, and soon Allah will inform them of all they have done.",88,6,2,44,Medinan,FALSE,26
